id,type,text1,text2,text3,notes
SKR_malet,SHIP,"The Malet-class is a tough and dependable frigate often used for policing duties. Although their considerable armament can be considered wasteful, it also acts as a strong deterrent against Stupid Moves(TM) when dealing with small-time smugglers or traffic violations. They can also be used in larger engagements as long-range harassers against slower opponents, although it always is risky a proposition for any frigate in such high-intensity battles.

Developed by Apollo Skunkworks for the Green-Thumb mercenary outfit, and produced exclusively in their private shipyards, the Malet and its cousins never saw widespread use before the Collapse. However, the Corvus branch of the GT scattered in a few months after the event, and their rented shipyard dock was progressively looted for blueprints by their departing contractors.",,,

SKR_adze,SHIP,"The Adze-class is a rapid-response destroyer that usually gets deployed in wolf packs when dealing with fluid hostile situations. The design presents a versatile weapon layout, that can easily maximize its arsenals' full potential thanks to a Burst Jets system.

Before the gate shut down, Adzes were almost exclusively used by the Green-Thumb private defense contractor, along with their design cousins. The chapter present in the sector disbanded a few months after the Collapse until an unlikely opportunity ushered their reformation decades later: The First AI War left a whole lot of rogue AI ships roaming around, and none of the weakened major factions wanted to spend any of their remaining forces to pacify nearby systems. With the signature of the armistice, a brand new market for mercenaries appeared. Some former GT officers with connections were quick to capitalize upon this event.",,,

SKR_halligan,SHIP,"Halligan-class cruisers possess superior mobility with few compromises in other areas, making them a reliable and versatile all-rounder. Their numerous missiles pylons can make them particularly vicious during the opening salvos of an engagement, allowing their captains to quickly gain the upper hand before the enemy can find their footing.

At the time of its reformation, Green-Thumb Security failed to reconstitute its complete library of blueprints. Thus the Halligans are the largest ship-class built to their specs. However, they also used their anti-Remnants operations as scavenging opportunities, allowing their fleets to fill the voids in their lineup with many salvaged ships.",,,
# GUNSHIPS
,,,,,
,,,,,
,,,,,
,,,,,
# RARE SHIPS
# RARE SHIPS
# RARE SHIPS
# RARE SHIPS
,,,,,
,,,,,
,,,,,
,,,,,
SKR_hedone,SHIP,"The enduring front page égérie of the Gustav Royal Starworks catalog, the Hedone-class courier rightfully deserves its best-seller position. While as luxurious as one can expect for such a premium private yacht, it also has a couple of tricks up its sleeve in case of an unsavory encounter and a (relatively) reasonable price tag.

The elegant curves of the hull do little to hide the bulges of the twin Rockomax 20K-A power plant mounted externally, providing a steep acceleration profile while limiting any unwanted noise and vibration in the passenger cabin. While the armament is only adequate to deter low-key Pirates, the slightly oversized flux grid allows the captain to make the most out of any loadout. And anything it cannot face, the Hedone-class can outrun it.

Should it get caught in a tight spot, however, the frame offers one last trick: the Time Splitter(TM) ship-system is a further development upon the Temporal Shell device that, while cycling much faster, has a vastly deeper impact on the time flow inside the effect bubble, allowing seemingly impossible dodges, and multiplying the effects of strafe runs.",,,
,,,,,
SKR_aethernium,SHIP,"A very nimble Destroyer designed as a courier but sometimes used in a skirmisher role. A former racer with fine lines turned into a luxury recreational yacht, it is fully trans-atmospheric capable and often used to move small groups of VIPs from and to intra-system sites. The ship packs a dissuading punch against other frigates and destroyers but generally struggles in large engagements due to the limited outfitting options.

The Aethernium-class light destroyer was created to participate in Hyperspace Rally racing. The Heavy Roamers League was as hyped as short-lived due to the slower pace, the higher running costs compared to lighter categories, and the loss of 87% of the holo-audience after only a couple of races. Its cancellation left quite a big hole in several ship-builders accounting. Some tried to just break even by selling those ships after adapting them for recreational use, but one other at least tried to make fortune out of a debacle. The then-emerging Gustav Royal Starworks was riding a wave of popularity among the various elites of the Domain thanks to a few very public sales, as well as an already established expertise in high-end cruise ships. They modified their racer into a line of speedy couriers for diplomats, complete with luxurious lounges, top-tier secure communication protocols, and of course, reasonable fuel usage to avoid the ire of the taxpayers.

Since the Collapse, those ships have been modified with reduced fuel and cargo capacity but with the added bite of two built-in Ravager Model Three canister cannons to deter casual piracy.",,,
,,,,,
SKR_557,SHIP,"The Five-five-seven-class destroyer is a purpose-built bounty hunter ship. It packs an unreasonable frontal punch for its size yet can operate with a lean crew across a vast volume of space. 

Despite having a decent design with no dramatic flaw, the Five-five-seven-class was arguably a commercial failure. It perfectly filled the demands of every growing bounty hunting outfit, but could not compete for price with all the decommissioned Hammerhead-class or Enforcer-class destroyers that regularly flood the after-markets. Apollo Skunkworks still made their development money back by licensing the blueprint to small shipyards that could handle the trickle of orders from successful privateers with too much money on their hands and a knack for style.",,,
,,,,,
SKR_marksman,SHIP,"The Marksman-class destroyer is an ancient design still in use thanks to its nimble frame and powerful main armament, at least when put in the hands of a cunning captain. Indeed it is also a ship that is quite susceptible to over-extending and certainly not meant to take any form of punishment. 

In the early days of the Domain of Man, it was a class of ships used when a developing conflict could be resolved quickly with a decisive strike. While meant as a spaceborne unit, the aerodynamic hull allowed it to dive deep in the atmosphere of a planet and benefit from the horizon's curvature as cover, then use its high-power and precise main gun to eliminate entrenched targets while avoiding the massive collateral damages an orbital strike would produce.
 
The advent of local shielding, as well as modern interception systems, rendered this tactic for the most part obsolete. A modernized version of the class is still produced in small batches to be used in support of ground invasions or as an effective anti-piracy patrol vessel.",,,
,,,,,
SKR_butterfly,SHIP,"A ship rarely seen outside private security fleets due to the lack of versatility this design presents. Indeed regular navies prefer ships that can easily fit their particular doctrine rather than the opposite. However, the Butterfly-class destroyer can be an attractive option for someone traveling off the beaten path who wants a cost-effective escort that hits above its weight.

Built around the two massive Revolver Pulse Lasers, the Butterfly is a fearsome opponent for any pirate that wants to avoid any unnecessary repair bills (or worse). The only viable tactic against this class is tandem surroundings, which implies one ship is taking hits for the team.
 
The vulnerability of the two engines to heat-seeker missiles is somewhat offset by the presence of a smart flare launcher. Beyond that, rare are the ships fast enough to outmaneuver the Butterfly.",,,
,,,,,
SKR_obelisk,SHIP,"Once a unique private yacht design specially made by the Silver Line Shipyards for the Grand Chancellor of the Luddic Church in Cycle 122. The hull was a variant of the Apoapsis-class luxury ferry from renowned ship designer Allan Starx, remodeled for private use and limited remote administrative work. While the interior was not quite as visually opulent as the original, the accommodations were just as comfortable, with more usable space. The main reception hall for example could host banquets for hundreds of people, and half the suites offered a direct view of space. The ship made such an impression at the time, SLS started producing siblings in small batches for the tasteful affluent elite. Always in Luddic green, as an homage to the first Obelisk-class ship.

The hull itself is a stunning three-ring design, with the middle one being entirely dedicated to the master's use. The lower one holds the engineering section, and the top one is for the crew quarters, the bridge, and the main self-defense armament. In this case ""Self-defense"" stretches the meaning of the world as this destroyer-sized class of ship offers a heavy missile emplacement, more than enough to deter pretty much any sensible pirate. However, due to its slow top speed, it is recommended to also gather a light escort when traveling in an unsafe area.",,,
,,,,,
,,,,,
,,,,,
,,,,,
SKR_retiarius,SHIP,"A large carrier type designed before the Collapse but produced during the military build-up preceding the First AI War. The embodiment of the Mastery Era doctrine of ""Hit hard from all angles with strike-craft and supporting ships"", the Retiarius-class was a perfect fit for the Tri-tachyon fleets. The hull's most notable features are the AVATAR control pods. These allow to remotely take control of any fighter equipped with the proper receptor from the safety of the cruiser's hull without any detectable lag, preventing the loss of any pilot. The production of replacement fighters is however slightly slowed due to the manual labor required to install the control device.

Honoring its gladiator namesake, Retiarii are also surprisingly nimble thanks to their Phase Skimmer system. They come equipped with three modified Phase Lances to pierce heavier, more armored enemies after outflanking them. This makes for a brutal line of ships, most of which have been lost during the two consecutive AI Wars and never rebuilt.
 
Rumors say that they were in fact a maned testbed for future fully autonomous ships and never meant for mass production anyway.",,,
,,,,,
SKR_fresnel,SHIP,"While similar looking to a Retiarius-class cruiser, the Fresnel has little in common internally. The entire ship being automated, large portions of space freed from the removal of environmental plant, the crew quarters, and the drastic reduction in diameter of the maintenance corridors have been used to fit more capacitors, a better shield generator, and even a full-sized Teleporter System.

The Retiarii are large carriers designed before the Collapse but produced during the military build-up preceding the First AI War. The embodiment of the Mastery Era doctrine of ""Hit hard from all angles with strike-craft and supporting ships"", the Retiarius-class was a perfect fit for the Tri-tachyon fleets. The hull's most notable features are the AVATAR control pods. These allow to remotely take control of any fighter equipped with the proper receptor from the safety of the cruiser's hull without any detectable lag, preventing the loss of any pilot. The production of replacement fighters is however slightly slowed due to the manual labor required to install the control device.

Honoring its gladiator namesake, Retiarii are also surprisingly nimble thanks to their Phase Skimmer system. They come equipped with three modified Phase Lances to pierce heavier, more armored enemies after outflanking them. This makes for a brutal line of ships, most of which have been lost during the two consecutive AI Wars and never rebuilt.",,,
,,,,,
SKR_tumbleweed,SHIP,"A staple of Scavenger fleets, the Tumbleweed-class cruiser combines an excellent sensor package for treasure hunting in a very versatile, if a bit limited on the logistic side, cruiser-sized hull. As a transitional blueprint dating from the early days of the Mastery Era, many of the mounts can be fitted with a wide variety of weapon types.

Despite being unexceptional overall, there is a consistent demand for these reliable ships. However the lack of readily available UACs as well as the fact that the base hulls are more often than not heavily tailored to their buyer's needs limits their presence in ship dealer's catalogs. By virtue of being an uncommon yet familiar sight, Tumbleweed-class ships are disproportionately featured in recreational holo-vids, especially from the horror genre where rag-tag crews led by broody captains venture through the fringes of known space with the hope of discovering unclaimed riches. 
 
The simple yet appealing hull lines offer a plethora of advantageous angles for dramatic shots, from the bridge's view-ports placed just above the main weapon battery to the open transversal landing deck allowing the viewer to see through the ship. And the versatility of this class has been put to good use by both valorous captains and writers alike, sometimes in the most improbable situation. One interesting urban legend surrounding this class would have the first actual Pirate-owned Tumbleweed had actually been the fictional pirate ship used for the shooting of such a Holo-vid, left mothballed in an un-secured dry-dock and subsequently high-jacked. As unlikely as it sounds, the 30th Century Wolf Studios did cancel the release of Space Pirate Captain Picard XXVI in cycle 64 due to an undisclosed ""production mismanagement"".",,,
,,,,,
SKR_bullhorn,SHIP,"As resilient as its boxy lines would suggest, the Bullhorn-class assault cruiser is a beast for its size. Boasting a menacing array of weapons for whoever stands in its frontal arc on top of a heavy armor belt, and a ship system dedicated to close range with its targets. This makes for a terrifying combination and a very much sought-after class of ships. Sadly it is also quite rare as most of them were produced under an exclusivity contract by Gustav Royal Starworks and very few blueprints were licensed to foreign shipyards before the Collapse.

The brutal lines of the Bullhorn are just the tip of the iceberg: the design's intended market was independent colonies too poor to afford a proper group of battlecruisers at the core of their defense navy, yet rich enough to attract rampant piracy. The result is a disproportionately heavy cruiser that can emulate a single broadside of a battlecruiser while maintaining an affordable logistic profile. With its armored compartmentalization and thick rib-cage bulkheads, the hull is almost indestructible, and entire sections can simply get unbolted and replaced as a whole after receiving extensive damage.

Armed with two pairs of up-armored main and secondary turrets, a Bullhorn is a threat to any spacecraft, only second to the Dominator-class in that department. And despite all this weight, this class also has decent tactical maneuverability on the battlefield thanks to discardable solid boosters. They may be limited in numbers, a potentially fatal weakness during protracted engagements, but they provide a solid kick forward to close range with nimbler targets. The Bullhorn however is not a wonder weapon: it is extremely vulnerable from the rear and must rely on escort frigates and interceptors for its own defense.
 
Given its rarity and the lack of replacement parts that stems from it since the Collapse, the maintenance of this class of ship became more difficult. Why this class of ships is not a lot more common when the Domain could not produce enough Dominator-class cruisers to fill the demand seems to have been the product of corruption, fraud, corporate warfare, and economic terrorism.",,,
,,,,,
,,,,,
,,,,,
,,,,,
SKR_cassowary,SHIP,"Among the asymmetrical ship designs present in the Sector, the Cassowary-class battleship is one of the most striking examples. Given the confusing internal structure and the oversized power lines going nowhere, engineers believe that the ship was designed to have a large device on the right side, but multiple changes of plans occurring during its development seemed to have removed it entirely, resulting in an awkward shape. Despite this, those ships are perfectly suited for battle, offering a wide range of loadout configurations in what is perhaps one of the most versatile classes of this size.

Devoid of constraining role specialization, the Cassowary-class ships are also notorious for their extensive logistic facilities, making them an easy choice for the flagship of a fleet. The most unique systems aboard are the two built-in Multi-Ordnance Delivery System launchers. Closer to fighter production facilities than missile auto-loaders, these weapons can provide long-range support that compensates for the somewhat low-performance engines.
 
Designed at the height of the expansion era, this class of ship was one of the options investigated for the future high-tech generation of starships. A fate that ostensibly never came to fruition: between a troubled development and the lack of technological feat that could capture the imagination, the class was considered transitional. While the whole project ended up financially profitable, the hulls were never built in numbers large enough to make the Cassowary one of the iconic figures of its time.

After the Collapse, the shortcomings of the class started to become more apparent: limited replacement parts, quirky maintenance, lack of qualified personnel... The Cassowary is now an endangered species, with only a handful of shipyards still producing them occasionally.",,,
,,,,,
SKR_voulge,SHIP,"A deceptively fast battlecruiser still boasting decent armor and firepower, although limited to a frontal arc. A sight of the past given the fact that the last shipyard producing them was closed not long after the Collapse. 

One of the very few large-scale projects from the Silver Line Shipyards that delivered more than a handful of units. The Voulge-class Battlecruiser was intended to be a somewhat simple but modern design that could be produced in small scale auto-factories: The whole exterior hull was composed of long and thin armor slates that could be extruded from pretty much any destroyer-scale foundries, and the internal structure was divided in a multitude of independent small-scale units. The cost was kept down using only the most reliable and common components at every step.

The first pre-production test unit, while meeting the design document specification, was an appalling failure at all military effectiveness tests. Armor toughness was good but the superstructure was too weak to support the weight and tended to bend. The maneuverability was decent thanks to the elongated design but speed was an issue. The many smaller internal sections added redundancy but also negatively impacted the maintenance, and so on. After some time back to the drawing board, the Voulge came back with a streamlined power structure, a slightly improved drive train, and a short-range Alcubiere drive. These changes completely erased the previous issues, actually beating most military exercises with top marks. However, while it could still be built in small shipyards, the bare hull cost ballooned to rarely seen heights.
 
The project was a financial success, barely, and Voulge-class ships could be seen from time to time at the head of fast strike forces from independent markets that could afford them.",,,
,,,,,
,,,,,
# RARE SHIPS
# RARE SHIPS
# RARE SHIPS
# RARE SHIPS
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#UNIQUE SHIPS
#UNIQUE SHIPS
#UNIQUE SHIPS
#UNIQUE SHIPS
,,,,,
SKR_endymion,SHIP,"The Endymion is an offshoot of the Hyperion-class frigate project. When Tri-Tachyon engineers finally perfected their near-miraculous Temporal Shell technology and produced the infamous Scarab-class frigate, other teams immediately started to dream about adapting that system to other hulls. And what ship would be a better fit than the one already embodying the epitome of technological brilliance: the Hyperion-class frigate.

Albeit ticking all the boxes in terms of military potential once deployed, the resulting hull is a nightmare to maintain and a bottomless pit of credits to produce. Needless to say, the Endymion has since been used as a concept ship for advertising rather than an actual combat device.",,,
,,,,,
SKR_augur,SHIP,"The Augur-class is an offshoot of the Omen-class support frigate design: It was initially designed as an upgrade package to augment the potency of the Omen's signature emp emitter. Unfortunately, the number of labor hours required to operate the necessary modifications to the chassis and the drive train, as well as the manufacturing cost of the larger emitter dwarfing the already significant cost of the original ship, have been deemed prohibitive for widespread use.",,,
,,,,,
,,,,,
,,,,,
,,,,,
SKR_poisonivy,SHIP,"A heavily modified Tumbleweed-class cruiser. Initially part of a group of three perfectly identical ships, meant to be so distinctive that they would throw anti-piracy operations off balance as they were operating in different systems at different times. Unlike most Pirate ships, these have been maintained in a reasonably good state of operation.

A staple of Scavenger fleets, the Tumbleweed-class cruiser combines an excellent sensor package for treasure hunting in a very versatile, if a bit limited on the logistic side, cruiser-sized hull. As a transitional blueprint dating from the early days of the Mastery Era, many of the mounts can be fitted with a wide variety of weapon types.

Despite being unexceptional overall, there is a consistent demand for these reliable ships. However the lack of readily available UACs as well as the fact that the base hulls are more often than not heavily tailored to their buyer's needs limits their presence in ship dealer's catalogs. By virtue of being an uncommon yet familiar sight, Tumbleweed-class ships are disproportionately featured in recreational holo-vids, especially from the horror genre where rag-tag crews led by broody captains venture through the fringes of known space with the hope of discovering unclaimed riches. 
 
The simple yet appealing hull lines offer a plethora of advantageous angles for dramatic shots, from the bridge's view-ports placed just above the main weapon battery to the open transversal landing deck allowing the viewer to see through the ship. And the versatility of this class has been put to good use by both valorous captains and writers alike, sometimes in the most improbable situation. One interesting urban legend surrounding this class would have the first actual Pirate-owned Tumbleweed had actually been the fictional pirate ship used for the shooting of such a Holo-vid, left mothballed in an un-secured dry-dock and subsequently high-jacked. As unlikely as it sounds, the 30th Century Wolf Studios did cancel the release of Space Pirate Captain Picard XXVI in cycle 64 due to an undisclosed ""production mismanagement"".",,,
,,,,,
SKR_clipper,SHIP,"One of the areas that suffered most from the ban of AIs by the Domain of Man was deep space exploration and cartography. Before that, autonomous ships were sent to every corner of the Milky Way on centuries-long missions, searching for the best spots to build new gates. Those robotic ships did not care much for the loneliness or the dread of never seeing the Domain ever again.

The Clipper-class ships were designed for autonomy and endurance. Their high automation allows for a reduced minimal crew to operate at full capacity. Furthermore, in an attempt to reduce the number of freezing/un-freezing procedures each member goes through, they have enough space to embark an oversized crew complement on rotation during long missions. In addition, each cryo-pod can be specifically tailored to each crew member, further reducing the risk of accident or degenerative diseases. The engines are exceptionally fast and efficient, and the engineering section is also equipped with a small antimatter collector. Given enough time in orbit of a star or a gas giant, that device can fully refuel the ship and dramatically extend its operating range. While they were not designed to take part in battles, Clippers are equipped with light armor and armament that can be expanded upon should the ship venture in muddy waters.",,,
,,,,,
SKR_erasmus,SHIP,"The Erasmuses are light bombers armed with both kinetic missiles and fragmentation rockets. They seem to have been specifically designed to operate from a Clipper-class cruiser, helping it at bringing down shielded targets defenses and finish off smaller enemies. While qualifying as bombers since their main targets are bigger ships, they are quite inefficient at breaking armor on their own.",,,
,,,,,
SKR_trailblazer,SHIP,"An exceedingly rare ship class that was never built in large numbers and with no available blueprint to be produced again. The Trailblazer is an odd design created for the sole purpose of fielding its built-in so-called Reality Drill. The weapon failed to revolutionize space combat despite the best marketing effort from its manufacturer. That is why before the Collapse the few hulls produced were frequent items on auctions, where collectors with more money than sense kept speculating on their value.

Probably the last large-scale project of Apollo Skunkworks before their final decline, the Trailblazer is an extremely specialized design, so much so that it solely exists to operate its main built-in armament (ostensibly the only part of the ship that had significant enough patents to ward off industrial copy-cats). At its core, this is a skirmisher meant to dive through the enemy fire, discharge its main armament to wreak havoc right in the middle of the opposing formations and then retreat to vent all the flux build-up. The ship being Apollo Skunkworks' last-ditch attempt at winning a large contract to bring their finances in the black, they came up with an elegant, sleek, and quite competent design. The issue is that the weapon it is built around utterly failed to deliver the promised ""havoc"". While plenty destructive, it is so unwieldy that it cannot conform to any existing navy doctrines. This limited the ship's production to very small batches for specialized forces.",,,
,,,,,
SKR_balisong,SHIP,"Project S350 was to be the cradle of the next generation of combat spaceships. It aimed to combine the redundancy of a crewed ship with the inhumane reaction time and computation power of a fully aware Alpha AI, working in tandem inside a small hull with superior firepower and maneuverability. Sadly, the whole endeavor was plagued with hurdles at every single step: missed deadlines, a bloated budget, radical changes of direction and scope, myriads of technical setbacks, seven different project leads(due to retirement), twelve chief engineers (five of them killed during various testing incidents), four Alpha AI secession, two economic crashes, one political revolution, and a PK bombardment. Despite going through hell and back, from the (literal) ashes of the S350 project facilities emerged one combat-ready ship. A damn good one at that.

""State of the Art"" does not even begin to describe the Balisong-class cruiser. The whole hull drips of innovations that range from more ergonomic maintenance hatches to nano-machine-based hull self-healing. Despite accumulating nearly a century of delay to complete, the Balisong project is still a full generation ahead of the best up-to-date Domain tech. The main advancement of this class is the Overcharge ship system: every ship generates more power than it needs to have some working margin when systems must be pushed in the red. What the Balisong does is collect that extra power in accumulators and release it for brief bursts of enhanced performances. Coupled with the two humongous Overdrive Pulse lasers, the Balisong can project a ridiculous amount of energy down-range for a short duration. Duelist supreme, that ship class is seriously lacking in rearward weapon coverage, and the inherent stress caused by the system prevented the inclusion of too many modular weapon emplacements.
 
A small fleet of those ships would have easily taken over a large portion of the sector, but with the Project S350 facility destroyed no single UAC ever got published. The Balisong stands unique, a fact that its main AI seems to like, a lot.",,,
,,,,,
SKR_balisongDrone,SHIP,"An odd drone system with very limited range and autonomy meant to act as extra Point Defense platforms not limited by their ship's flux levels or weapon arcs. It seems to be an unfinished project that aimed to miniaturize them enough so that they can be used from a modular launchpad that could be mounted in regular weapon emplacements. While that second part sadly never completely came to fruition, those drones are still very much usable from regular fighter bays.",,,
,,,,,
,,,,,
,,,,,
,,,,,
SKR_cassowaryRH,SHIP,"The Red Hand is a modified Cassowary-class battleship. It was part of a small fleet of exiles that had to operate with limited support facilities or advanced material in the fringes. The crew rapidly ended up out of components to maintain the MODS launchers, so they reconfigured the missile production facilities into makeshift flight decks. This dramatically reduced the available space for cargo and fuel, but the result is an even more terrifying ship. The namesake livery represents the curse the original captains Mathias and Lilia Hammond inflicted upon their enemy families after their exile: their backstabbing hands would be cut off like lowly thieves. A punishment that would not have been so different than their actual fate.

The Red Hand started its service before the Collapse under the name of MDF Impetuous, flagship of the Maxios Defense Force. In the early days after the collapse, Mathias Hammond, headmaster of the local terraformation project, and Admiral Lilia Hammond, commander of the local force, quickly realized how dire the situation would become if the gates would not reactivate quickly. Being prominent members of one of the influential families on the planet, they tried to prepare for the possible breakdown of the government. For a few cycles, together with the elite families of Maxios, they created a shadow government to maintain the peace, and more importantly maintain their standard of living. During cycle thirty-two, the population unrest dramatically increased when some further rationing was imposed. On top of that, a few backstabbing maneuvers to blame one or the other elite scapegoat occurred between rival families. The cousins decided to put a radical end to the various machinations and attempted a coup but underestimated how vindictive their enemies would be. The whole Hammond family ended up driven away from the planet, fleeing on the admiral's flagship with some loyal troops to the outer rim worlds, promising that one day they would return and take their revenge on the other families.

Return they did, or at least their children did. Unfortunately for them, by then Maxios was already nothing more than a rotten world not worth taking over and the other families had long been hung by enraged mobs. The mercenary force led by the ""Red Hand"", formerly MDF Impetuous, turned on the other stations of the system to at least cover their expenses, leading to one of the bloodiest pillagings in the core worlds history. Having fulfilled their grandparents' deed, the Hammond children went back to their remote domain, but not after gifting their Red Hand as a payment for the mercenaries' services. Their leader Ian Dicker put it to good use, becoming a legendary mercenary turned Pirate King. The Red Hand then kept moving from captain to captain, an avatar of vengeance, and payment for blood. The captains' cabin is filled with tokens taken from a hundred battlegrounds, the logs talk about a thousand treasures hidden in the sector and the armor is scarred by a million weapon impacts, or so the tale says.",,,
,,,,,
SKR_gawon,SHIP,A modified Voulge-class battlecruiser allegedly designed and built by and for an AI. As the story goes, an Alpha AI managing a shipyard, maybe the very one that helped design the original Voulge class of ships, tried to escape the colony it was trapped on before scavengers started to loot too much of its facilities. It would have reprogrammed the local mining robots, designed the modifications of the ship to accommodate a pure robotic crew, successfully produced it, and then departed the system unhindered. Such a feat is very much unlikely. Besides, if it was an AI-designed ship, then why did the ship still has some limited crew capacity? Nobody would be crazy enough to fly on an AI-controlled ship, let alone to help said AI escape its vault! As far as we know, the famed ship-stealing AI is just a myth."

One of the very few large-scale projects from the Silver Line Shipyards that delivered more than a handful of units. The Voulge-class Battlecruiser was intended to be a somewhat simple but modern design that could be produced in small scale auto-factories: The whole exterior hull was composed of long and thin armor slates that could be extruded from pretty much any destroyer-scale foundries, and the internal structure was divided in a multitude of independent small-scale units. The cost was kept down using only the most reliable and common components at every step.

The first pre-production test unit, while meeting the design document specification, was an appalling failure at all military effectiveness tests. Armor toughness was good but the superstructure was too weak to support the weight and tended to bend. The maneuverability was decent thanks to the elongated design but speed was an issue. The many smaller internal sections added redundancy but also negatively impacted the maintenance, and so on. After some time back to the drawing board, the Voulge came back with a streamlined power structure, a slightly improved drive train, and a short-range Alcubiere drive. These changes completely erased the previous issues, actually beating most military exercises with top marks. However, while it could still be built in small shipyards, the bare hull cost ballooned to rarely seen heights.
 
The project was a financial success, barely, and Voulge-class ships could be seen from time to time at the head of fast strike forces from independent markets that could afford them.",,,
,,,,,
SKR_onyx,SHIP,"A striking example of outsider engineering. The systems this ship originated from cut their ties from the Domain long before the Collapse and followed a different ship designing path. It is far from being completely alien though, as the basic engineering principles stayed the same, as well as most pieces of technology that did not require any improvements. Thus despite a striking outlook, the Onyx-class battle-cruiser can be outfitted and operated without too many hurdles, except maybe on the maintenance side due to the lack of proper tools and replacement parts.

The Salia cluster was colonized independently from the Domain of Man and formally seceded as soon as the terraforming process was completed. For centuries they lived in complete isolation for the rest of humanity, notably free from the tyranny of the Auto-factories and their proprietary UACs. While their history was void of major conflicts, they still kept a continuously modernized small fleet to patrol their borders and send away the occasional cartographer ship stumbling on their systems. According to the recovered archives, they were completely unaware of the Collapse and were never affected by the closure of the gate in any way. That is until the First AI War.

The hordes of automated self-replicating machines unleashed by the Tri-Tachyon corporation were never bound to the Persean Sector, and they spread countless probes to nearby systems they could exploit. That is how they found the Salia cluster, and detecting a possible threat to their existence, decided to purge those systems. Faced with increasingly larger groups of AI ships, the Salians started an aggressive military build-up to stop the inevitable brunt of the enemy force. While their remote position left them some time to prepare, it was not enough. At the helm of their fleet were a dozen of Onyx-class Battle-cruisers. 

After successfully clearing out the systems, the Remnant forces salvaged most of the Salian ships still recoverable and brought some of them back for study toward their core stations. A handful of Salian ships have since found their way into the Persean Sector, reclaimed from the rubble of destroyed AI Nexuses.",,,
,,,,,
SKR_dawn,SHIP,"A technological demonstrator used to showcase the future of ceramic armor development. While the raw protection is equivalent to modern plating, it is also half as dense, making the Dawn-class surprisingly nimble. Another benefit from the large cast-like shell structure is the much-simplified superstructure, making the internal design vastly more streamlined without all those pesky supporting beams to work around. This feature leads to hassle-free maintenance, enhanced automation, and thus a reduced crew. Lastly, it is quite a sight to witness what a finely tuned Phase Skimmer can do when connected to a Capital grade Flux grid with only half the expected mass to displace.

If the overall design does not look like much of a warship it is because it initially was not going to be one. It was commissioned a couple of decades before the Collapse by a small but extremely wealthy start-up as their mobile headquarters. After hitting the mother-lode through a particularly well-laid pyramid scheme revolving around Bit-Credits currency, the heads of Nova Investment LLC figured that it would be even more profitable to not pay any taxes on these staggering benefits. While most corporations cannot do as much due to the sheer amount of people and goods involved, that trading company only needed an FTL relay to operate and was small enough to fit every employee in a spaceship floating in interplanetary aether, independent from any planetary government. They contacted New Dallas Heavy Construction shipyard, a shipbuilder specialized in oversized custom orders, for what can be summarized as a giant private space-borne luxury hotel, with top-of-the-line FTL comms and an office room mostly used to look at a steadily growing pile of virtual money.
 
They probably should have opted for something smaller or already built because around the time the engine systems got installed in the almost finished outer shell, Nova Investment got hit by a fraud investigation, and the members scattered with what funds they could grab, probably to buy off some small kingdom in the outer periphery. That left the shipyard with four thousand unpaid workers and about one hundred thousand tons of unfinished high-end spaceship. 
 
In an attempt to save NDHC from bankruptcy, the local government injected enough funds to rework the hull as a combat ship and a technological demonstrator. A plan that worked surprisingly well for once, as the gained expertise attracted numerous contracts for customer-tailored ship, and the sale of the Dawn itself more than covered the invested sum. However, no other Dawn-class ship has been ever built.",,,
,,,,,
SKR_quicksilver,SHIP,"Behind an extremely slick exterior, the Quicksilver is quite a crude vessel. As is often the case with such early technological demonstrators, only the relevant military components have received a lot of attention with fewer thoughts put toward maintenance or crew comfort. Built by Apollo Skunkworks, a relatively small corporation that usually worked on various very high-tech naval components and small ships rather than full battlecruisers. 

The ship's design never got refined to production levels due to the lack of projected sales, and as barely more than a prototype, the Quicksilver suffers a number of issues: cramped crew quarters, barebone environmental plant, civilian-grade Beta AI cores, limited operational range, and hair-ripping maintenance puzzles, it is an inefficient combat ship at best. Still, by sheer virtue of its size, armament, and unique ship-system, it is nonetheless a force to be reckoned with. The EMP blasts it can create will cripple a small detachment for several seconds, coupled with the inherent benefits of phase ships, the Quicksilver can strike and disengage with impunity. Thus, those issues would not be a show-stopper for any rich enough planet governor wanting to show off their wealth with this one-of-a-kind deterrent. That is if there was not one last tiny issue with the idea behind the ship's main system. The reason regular EMP emitters are limited in their potency is to avoid creating more headaches for allied forces than the enemies around. This is not the case for this Denial Pulse device: It will knock out every system within range. Even worse, setting it off in orbit of a planet could potentially send its entire technological base back to a hand-tools-based crafting era.",,,
,,,,,
